1, -1, 328.676819, 1089.293701, 1408.412598, 99.925781, 0.927749, -1, -1, -1
1, -1, 1712.692139, 404.184509, 200.510010, 413.710693, 0.940065, -1, -1, -1
1, -1, 2.595688, 555.430115, 194.725143, 228.791260, 0.995308, -1, -1, -1
1, -1, 150.349075, 533.532410, 283.337219, 95.269165, 0.999454, -1, -1, -1
1, -1, 1164.448853, 490.355835, 162.152100, 69.192383, 0.938093, -1, -1, -1
1, -1, 1114.884766, 483.928833, 82.145020, 51.289612, 0.949692, -1, -1, -1
1, -1, 810.037659, 507.651581, 78.293213, 53.505402, 0.993634, -1, -1, -1
1, -1, 712.577026, 509.146057, 78.999023, 50.341919, 0.993630, -1, -1, -1
1, -1, 476.942993, 518.742065, 35.839722, 79.552368, 0.995438, -1, -1, -1
1, -1, 1081.559937, 479.410583, 62.895264, 37.421082, 0.837026, -1, -1, -1
1, -1, 774.568970, 503.312927, 49.330933, 46.557495, 0.977888, -1, -1, -1
1, -1, 1108.011841, 482.740265, 47.265869, 38.693207, 0.780339, -1, -1, -1
1, -1, 641.956238, 491.641327, 23.339966, 69.341949, 0.906633, -1, -1, -1
1, -1, 1075.256226, 478.729553, 40.158936, 32.547729, 0.731988, -1, -1, -1
1, -1, 925.953369, 477.737579, 43.912231, 26.651367, 0.889031, -1, -1, -1
1, -1, 856.500732, 488.157104, 45.702637, 23.076416, 0.740143, -1, -1, -1
1, -1, 1389.207031, 483.919983, 16.241699, 59.597290, 0.916279, -1, -1, -1
1, -1, 615.685547, 504.366150, 17.531250, 51.811768, 0.901637, -1, -1, -1
1, -1, 1018.550781, 474.964142, 28.870850, 20.751282, 0.953082, -1, -1, -1
1, -1, 1514.647095, 487.599365, 17.340088, 27.261230, 0.857992, -1, -1, -1
2, -1, 348.663574, 1089.451050, 1416.140869, 100.765381, 0.937692, -1, -1, -1
2, -1, 1716.179321, 370.916626, 198.278564, 463.385254, 0.954607, -1, -1, -1
2, -1, 2.821243, 560.126465, 171.780640, 225.668457, 0.992938, -1, -1, -1
2, -1, 151.317642, 532.970398, 286.218628, 97.235718, 0.999544, -1, -1, -1
2, -1, 1582.821899, 477.735443, 156.676270, 146.122711, 0.706732, -1, -1, -1
2, -1, 1167.747803, 490.653168, 159.779297, 67.705475, 0.946225, -1, -1, -1
2, -1, 1115.780518, 483.752075, 83.356934, 51.954590, 0.950179, -1, -1, -1
2, -1, 710.505920, 508.196289, 79.856567, 51.589600, 0.988042, -1, -1, -1
2, -1, 808.497620, 507.791168, 77.203003, 51.895905, 0.990147, -1, -1, -1
